image_path,label,source_folder
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131631.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131632.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131656.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131658.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131711.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131720.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131721.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131725.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131726.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131730.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131731.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131736.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131738.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131744.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131745.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131754.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_131756.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132055.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132118.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132120.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132257.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132306.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132312.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132314.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132320.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132322.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132326.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132328.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132335.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132336.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132341.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132343.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132349.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132351.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132356.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132358.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132426.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132427.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132438.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132440.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132444.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132445.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132449.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132450.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132454.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132455.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132459.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132501.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132504.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132506.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132512.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Chicken/image_20260502_132514.jpg,chicken,Fresh Chicken
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124455.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124456.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124515.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124517.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124523.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124525.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124530.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124533.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124537.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124539.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124544.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124546.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124550.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124551.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124556.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124558.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124617.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124619.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124645.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124647.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124652.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124654.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124659.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124701.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124709.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124711.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124716.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124718.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124724.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124726.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124752.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124754.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124902.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124904.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124916.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124917.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124921.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124923.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124927.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124929.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124933.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124934.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124938.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124940.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124944.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124946.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124950.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_124951.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125008.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125009.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125021.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125022.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125026.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125028.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125032.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125034.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125038.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125040.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125044.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125046.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125050.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125052.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125057.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125059.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125319.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125321.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125332.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125333.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125340.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125342.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125347.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125349.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125353.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125355.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125359.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125400.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125404.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125406.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125412.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125413.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125504.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125505.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125517.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125518.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125526.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125528.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125535.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125536.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125541.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125543.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125554.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125556.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125603.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125605.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125610.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125612.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125806.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125807.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125817.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125818.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125823.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125825.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125829.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125831.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125835.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125837.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125841.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125843.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125847.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125848.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125852.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_125854.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130009.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130011.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130027.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130029.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130034.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130037.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130041.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130042.jpg,pork,Fresh Pork
